뉴스제목,주가변동
"[fn오후시황]코스피, 동학개미 팔고 외국인 사니 상승",0
'수상한 하한가' 영풍제지·대양금속 거래 정지,0
"[fn오전시황]코스피, 동학개미 분투해도 쉽지 않네",0
우크라전 반응했던 美연준… 가자지구 사태엔 '침묵',0
"[특징주]한주라이트메탈, 현대차 유럽기술센터 100% 알루미늄 변환 기술 공개..부품 공급 부각↑",0
두산로보 흥행 이을까… 코스피 문 두드리는 IPO 대어들,0
내년부터 국내 외환시장 개방... 외국 금융기관 30곳 뛰어든다,0
"[특징주]중앙에너비스, 이·팔 전쟁 확전 우려..美 원유재고 대폭 감소↑",0
"카나비스메디칼, ‘별아교세포 유도’ 논문 국제학술지에 발표",0
"스팩 대폭 향상된 '아이폰15', XR·VR 콘텐츠株 투심 이끌까",0
"‘동반 하한가’ 영풍제지·대양금속, 매매거래정지",0
"외환시장 거래할 외국금융기관 등록 개시...""30여곳 참여 의사""",0
"미래에셋증권, 자사주 1000만주 매입",0
"윙스풋, 글로벌 패션 브랜드社 '에이비지'와 브랜드 독점 계약",0
LG헬로비전 '오픈스튜디오' 거점 확대,0
"美 연준, 가자지구 사태에 침묵...경제 영향 적은 '정치 문제' 피해",0
"뉴욕증시, 보합권 혼조세 마감...수출 통제 충격에 반도체 하락",0
10개 제강사 철강선 가격 담합…공정위 과징금 548억원 '철퇴',0
SKT ' 레이다 2.0' 클라우드 비용 37% 절감,0
"HLB ""캄렐리주맙 글로벌 판권 인수로 2개 신약허가 효과""",0
"한화증권 ""장애인 의무 고용률 100% 달성""",0
"""딥페이크 등 보안 위협, AI로 대응… 국제 공조는 필수"" [미리보는 AI월드 2023]",0
"[속보] 미 하원의장 선출 무산...조던, 과반 확보 실패",0
가자지구 폐허 됐는데...하마스 지도부는 ‘5성급’ 호텔 호화생활?,0
"""두산로보틱스 비켜""... 레인보우로보틱스, 로봇 대장주 '탈환'",0
"'주주친화' 칼빼든 KT, 투심 개선속 엇갈린 전망",0
"쿠콘, 신분증 안면 일치여부 조회 서비스 출시",0
"매파 월러 美 연준 이사 ""기다리고, 상황 지켜보겠다""...금리동결 시사",0
"뉴욕증시 또 급락, 엔비디아는 이틀째 4% 하락",0
"바이든 ""이스라엘, 미국의 9·11 실수 되풀이 말라""",0
"美 10년물 국채 수익률, 5% 육박...16년 만에 최고",0
'SM 인수전 시세조종 혐의' 카카오 투자총괄대표 구속,0
[속보] 美 하원의장 선출 2차 표결도 실패,0
"美 ""가자지구 병원 폭발은 이슬람지하드 책임""...바이든 ""2개국 해법 지지""",0
"[fn마감시황] 코스피, 이틀 만에 다시 하락 전환",0
"이·팔 사태에 정유 테마株, 일주일새 150% 올랐다",0
美 하원의장 선출 2차 표결도 실패...임시의장 방안 대두,0
"""빚 줄여라""… ‘현금부자’ 기업들, 고금리에 회사채 속도조절",0
"노을, 혈액·암 진단 분야서 완전 자동화 구현-퀀트케이",0
"[특징주] 카카오, 경영진 구속에 1%대 약세",0
이-팔 전쟁에 정유주 ‘묻지마 투자’… 일주일새 150%↑,0
"[특징주] 신풍제약, 코로나19 치료제 임상 실패에 '급락'",0
"팬오션, 목표주가 7600→6800원-하나",0
"이루다, 대한비만미용학회 추계학술대회 참가",0
"美 베이지북 ""경제 활동 안정, 일부 침체"" 금리 인상 제동?",0
"산업부, 우수 바이오기업 투자유치 지원",0
"추경호 부총리 ""유가 급등 등 실물경제 파급 선제적 대응""[2023국감]",0
"농식품부, 장바구니 물가 안정 총력전... 상추·오이·사과·고추 등 할인지원 재개",0
"강스템바이오텍 ""무릎 연골재생 골관절염 치료제 임상1상 중용량군 투약 개시""",0
"돈줄 마른 바이오, CB·유상증자로 버틴다",0
"휴니드, 세계적 방산업체 탈레스 국내 파트너 선정..피아식별장비 사업 협력",0
"[특징주] 신성에스티, 코스닥 데뷔...60% 급등",0
"에스엠, 3분기 역대 최고 실적 예상 ? 다올",0
"LG유플러스, 목표주가 1.65만→1.6만-KB",0
"""가짜뉴스였는데 안 떨어진다""...비트코인 3800만원 수성 [코인브리핑]",0
임원 구속 악재 터진 카카오 어쩌나,0
"덴티스, 국내 첫 투명교정 시트 특허 취득",0
"[fn마켓워치]IMM인베, 폐플라스틱 수집 '광진수지' 등 4개사 인수",0
투자총괄대표 구속에‥악재 겹치는 카카오,0
'100억 사기 혐의' 가상자산거래소 비트소닉 대표 공판서 혐의 부인,0
"카나리아바이오, '오레고보맙' 자궁내막증 치료제로 아산병원과 전임상 개발 착수",0
"현대글로비스, 해운 부문 위축...목표가↓-다올투자증권",0
"우리자산운용, ‘회사채 액티브 ETF’ 신규상장",0
"""공매도 제도 개선이 전부 아냐...업계가 노력해야""",0
"美 가계 순자산, 코로나 대유행하는 동안 크게 증가",0
"[fn마켓워치]블랙스톤, 코람코에 아크플레이스 매각",0
"한국투자증권, '뱅키스 펀드' 가입 이벤트",0
"[fn오후시황] 국내증시, 미 긴축 장기화 우려에 동반 하락",0
"[fn마감시황] 코스피, 1.6% 하락 마감... 지지선 2400선 붕괴",0
"美국채금리 쇼크, 어디까지 상승할까",0
"[특징주] 아이엠, 美 국방부 이스라엘향 드론?미사일 격추…AI안티드론 방산주 부각↑",0
"세종, 강스템바이오텍 유증 신주인수권 등 11.73% 장내매수",0
"다원시스 박선순 회장, 마약근절 캠페인 'NO EXIT' 동참",0
"파월, 11월 금리 동결 시사 … 추가 인상 가능성은 남겨",0
"美 국채 가격, 연준의 고금리 지속 경고에 16년 만에 최저",0
"[공시] 키움증권, 미수금 4943억원 발생... 영풍제지 하한가 영향",0
"보로노이 'VRN07', 'ESMO'서 세계최초 EGFR 비소세포폐암 액티브 뇌전이 환자 임상 성과 기대",0
"키움증권 ""영풍제지 하한가로 미수금 4943억 발생""",0
"비에이치아이, 사우디·카타르 경제사절단 합류..'네옴시티' 등 에너지 인프라 수주 기대",0
"강스템바이오텍, 'SELAF' 플랫폼 등 GMP 기반 임상 성공 높여",0
"넷플릭스, 3분기 가입자 급등에...증권가 기대감도 ↑",0
"추경호 ""장기간 고금리 가능성…외환보유액 대외충격 대응 충분"" [2023 국감]",0
"SNT에너지, 사우디 尹사절단 동행 '눈길'...플랜트 핵심설비 물량 수주 기대감 솔솔",0
"‘KOSEF 코스닥글로벌 ETF’ 상장 …""에코프로비엠, 셀트리온헬스케어 등 투자""",0
"한섬, 목표주가 3.5만→3만-흥국",0
“같은 공기 마시기 싫어”...한복여성 조롱 日의원에 서경덕 “품격 지켜라” 일침,0
"파미노젠 ""중기부 기술개발(R&D) 우수성과 기업 선정""",0
"제노코, 글로벌 항공우주 전문기업 B사와 MOU 체결 ""글로벌 시장 진출 임박""",0
"투자총괄대표 친 금감원, 칼끝 김범수로···“출석하라”",0
"롯데관광개발, 외국인 지분율 9% 눈 앞",0
"[공시]제주은행, 거래소 조회공시 요구에... “중요한 공시사항 없어”",0
[fn마켓워치]격동의 새마을금고..CIO 직무대행에 이승동 본부장,0
"초임계유체 국제 심포지엄, 제노포커스 공장 탐방 ""최신 설비 견학""",0
美 10년 만기 국채금리 5% 돌파...2007년 이후 처음,0
"""엄마 떠오른다""..인질로 잡히자 '제로콜라', '쿠키' 대접한 노부부",0
"엔케이맥스, 中수강그룹에서 1000만 달러 투자유치...""세포치료제 시장 박차""",0
미래에셋운용 ‘TIGER CD금리투자KIS(합성) 순자산 7조 돌파,0
고경모 유진투자증권 대표이사 '수산물 소비 및 어촌 휴가 장려 챌린지' 동참,0
3분기 DLS 발행액 급감...전분기 대비 20%↓,0
"추가 긴축 시사한 파월...""생명보험株 주목""",0
회계 담당 과반 “ESG 공시 의무 도입”···적절 시기 물으니,0
디펜스코리아-칼리두스 부스에 UAE 장관 및 주한대사 방문,0
"[공시] 에코프로비엠, 에코프로글로벌에 500억원 출자",0
"""BTS가 없는 하이브는""...목표주가 낮아졌다",0
"컴투스, 미디어 사업 손익 개선 요원... 목표가 6.4만원→4.8만원 -다올",0
"[속보] 코스피, 2400선 붕괴...  1.00% 내린 2391.54출발",0
"[특징주] 아이텍, 中핵심광물 '흑연' 수출 통제..가평 흑연 광산 인수추진 부각↑",0
"[fn마감시황] 코스피, 나흘 만에 상승...2380선",0
[fn오후시황] 낙폭 줄인 코스피...2350선에서 등락,0
"[fn오전시황] 코스피·코스닥 하락 전환...코스피, 2330선까지 밀려",0
'애크먼 효과'에 美 10년물 국채수익률 하락...뉴욕증시 상승 반전,0
"이스라엘군 ""육해공 동시 침투 작전 준비 중""...라파통로로 구호물자 추가 지원",0
"""고금리에 짭짤"" vs ""긴축에 쇼크"" 美 은행주, 3분기 실적시즌 ‘희비’",0
"[특징주] 유진그룹에 인수되는 YTN, 상한가",0
"메가터치, 11월 코스닥 노크... ""2차전지?반도체 공정 핵심 부품 선도 기업될 것""",0
"[특징주]제주은행, 美10년물 국채금리 6% 돌파 전망 소식에 '강세'",0
"""SG 종목 이어 또"" 연기금, 하한가 전 영풍제지 연일 매수..왜?",0
인텔 텃밭에 엔비디아·AMD 등장...인텔 주가 3% 급락[실리콘밸리특징주],0
아이슬란드 여성들 '성불평등 해소' 파업...총리도 참여,0
"유진기업, YTN 품고 주가 달릴까",0
"[특징주] 에코프로, 70만원 무너져...4개월 만",0
"키움증권, 목표주가 14만→12.5만..영풍제지 미수금 4943억-하나",0
"[특징주] 국보, 푸틴 건강 이상설...우크라이나 재건 참여 요청 부각 '강세'?",0
자동차 전문 애널이 말해주는 해외 AI·모빌리티株 전략은,0
"""실적 개선 유망한 업종은?"" 대신증권, 세미나 개최",0
"단타, 단타로 해결 못 한다 [기자수첩]",0
고금리는 은행에 유리하다?...美 은행주 희비 엇갈려,0
16시간 조사받은 김범수… 카카오 '미래 핵심 사업' 흔들리나,0
9월 달러화예금 91.9억달러↓..'비쌀 때 팔자' 수요에 역대 최대폭 감소,0
"CFD 종목 담았다 피해본 연기금, 이번엔 영풍제지 ‘유탄’",0
"산업부, 차량용 반도체 수요-공급기업 교류회 개최",0
"이스트소프트, LG에너지솔루션과 AI 휴먼 콘텐츠 공급 '맞손'",0
[기자수첩] ‘단타’ 아니라 ‘장타’를 쳐야 한다,0
"우리기술-도시유전, 세계 유일 독점적 플라스틱 분해 기술 ""글로벌시장 공략""",0
"이회성 CF연합 회장 ""기후 변화, 중화학에 강한 韓엔 성장 기회""",0
"리서치알음 ""제이앤티씨, 화웨이 中스마트폰 1위 수혜...애국 소비 매출량 기대“",0
"[fn마켓워치]우리은행, 17년 포천 '칸 리조트' 악연 청산 실패",0
"부산경제진흥원, 한상대회서 964만 달러 수출상담 성과",0
사막에서 신선채소 재배...韓-카타르 스마트팜 MOU 개정,0
"[fn마켓워치] 신평사들, 키움증권 신용도 강등 카드 '만지작' …""처음이 아니야""",0
"[fn사설]양대 노총 회계공시 수용, 원칙 지킨 개혁 첫 성과",0
‘영풍제지 사태’ 키움증권 신용도 흔들,0
"지지부진 유진기업, YTN 업고 주가 달릴까",0
"한국전력, 고유가·고환율에 4분기 이후 수익성 저하 우려 -신한",0
이마트 주가 28%↓..본업 경쟁력 확인돼야-KB,0
16시간 조사 받은 김범수...카뱅 대주주 적격성 번질라 '우려',0
"코람코, 목동7단지 신탁방식 정비 예비신탁사 선정",0
10개 종목 중 7개는 하락… 찬바람 부는 코스피,0
"찬바람 부는 10월 증시... 하락 종목, 상승 종목 3배 달했다",0
"美 공화, 이번엔 하원 의장 후보로 원내부총무 에머 선출",0
"""이러다 2200까지 떨어지나""...코스피 하락 마감 [fn마감시황]",0
"""중동 분쟁 격화되면 글로벌 증시 10% 하락""",0
"뉴욕증시, GE 등 깜짝 실적에 상승...국제유가는 2% 급락",0
"GM, 파업으로 8억달러 손실...5000명 추가 파업",0
"[특징주] 농우바이오, 한국-카타르 스마트팜 육성 기대감에 '강세'",0
"코스피, 또 하락전환...""또 죽었어?"" [fn오전시황]",0
"[특징주]덕양산업, 정부 음주운전 방지장치 부착 의무화..관련 특허 보유 부각↑",0
"[특징주]우듬지팜, 한·카타르 스마트팜 적극 지원..450조 글로벌 스마트팜시장 원천기술 보유↑",0
"[fn마켓워치] 프롤로그벤처스, K-문화에 '베팅'",0
"""그룹 통합 다음은 ‘셀트리온홀딩스’ 상장""",0
"다이먼, 美 연준 포함 중앙은행의 부정확한 전망 경고",0
"한화증권 ""KB금융 3분기 무난한 실적...마진 방어 양호""",0
"美 41개주·워싱턴DC, 메타 제소...""청소년 중독 노렸다""",0
"[특징주] 포스코퓨처엠, 3분기 실적 부진에...4%대 약세",0
"[특징주] 롯데관광개발, 중국 단체관광 수혜 기대감에... 2%대 강세",0
IPO 공모투자 지수(Index) 나왔다…국내 특허승인 첫 사례,0
"JB금융지주, 목표주가 9800→1.2만원-SK",0
"[특징주] 쏘카, 경영권 분쟁?...지분 매입 경쟁에 강세",0
"‘2023 디지털 퓨처쇼’, 다음달 2~4일 킨텍스서 개최",0
"POSCO홀딩스, 철강 불황 피하기 어려워...목표가↓-대신증권",0
전기차 수요 둔화 우려에... 이차전지주 일제히 급락,0
"한국철강, 파업으로 또 생산 중단 [공시]",0
"[특징주]동방, 로우카본 美걸프만 청정수소 허브사업 대상 선정..국내 CCUS 기업 유일↑",0
베트남서 급류에 한국인 관광객 4명 사망…운전자 혼자 빠져나왔다,0
"한국콜마, 韓·中 성장궤도 진입 '매수'-하나증권",0
"임직원 주식보상·절세까지… 삼성證, 원스톱 자산관리 제공",0
영풍제지 매매거래정지 풀린다···“추징보전 등 완료”,0
"이브이첨단소재 투자 프롤로지움 ""내년 전고체배터리 공급 예정""",0
"키움증권, 700억 자사주 매입..""리스크 관리 강화"" [공시]",0
"KODEX 미국반도체MV, 국내 상장 반도체 ETF 中 수익률 1위",0
"'1만→5000원' 반토막난 CGV 주가, 유증·현물출자 통할까",0
"올해 주가 반토막 난 CGV, 실적 타고 반등 기지개",0
“ISSA5000 공개초안 뜯어본다”···‘제6회 ESG 인증포럼’ 개최,0
"앱코, 임시주총 안건 모두 가결 ”주주환원정책 강화”",0
CFD 이어 영풍제지 쇼크... 1兆로 불어난 미수금 폭탄,0
"[특징주]우리로, 100조 양자정보시장 총리 주도 체계 개편..양자기술 공공산업 도입 확대 추진↑",0
떨어진 관심·조한 구매에 GM 전기차 생산 목표 낮춰,0
상장사 실적 기대감 뚝… 10곳 중 6곳 목표가 낮아졌다,0
실적 부진에… 삼성그룹주 주가 맥 못추네,0
길어지는 고금리에 단기채 선호... 은행채 '1년 이하'가 57% 차지,0
"떨어지는 주가에 화난 주주 달래기... 상장사 너도나도 ""자사주 샀어요""",0
"[특징주] 소프트센, 韓배터리 3사 LFP양산 공식화↑…美유니콘 배터리업체 장비 공급 부각",0
"HL만도, 목표주가 5.9만→5.2만-하나",0
'삼전' 시총만 18조 증발...맥 못추는 삼성그룹株,0
"""저희도 노력하고 있어요"" 상장사들 자사주 취득 잇따라",0
"[fn오후시황]코스피, 외국인 매도에도 2310선 상승세",0
챗GPT보다 강력한 'GPT-4V' 공개...주목할 유망주 3선은?,0
"[특징주] 현대오토에버, 예상 밑돈 3분기 실적에 약세",0
"[fn마감시황]코스피, 외국인·동학개미 없어도 2310선 상승세",0
"[특징주]우리바이오, 美약국 최초 의료대마 판매 시작 소식에↑",0
영업익 늘었는데… LG전자 주가는 제자리,0
"[fn오전시황]코스피, 2300 줄다리기",0
"이어룡 대신파이낸셜그룹 회장, ‘1회용품 제로 챌린지’ 동참",0
"[특징주] 아시아나항공, '화물사업 매각' 이사회 앞두고 급등... 아시아나IDT '상'",0
"상상인증권, ‘손쉽게 채권 사고 팔자'",0
"호텔신라, 목표주가 11만→10만-한투",0
"에코플라스틱, 차세대 차량 경량화 부품 개발 완료",0
"[특징주] 영풍제지, 3거래일 연속 하한가... 1만1000원선까지 '털썩'",0
"""韓中 관계 발전의 밑거름될 것"" 베이징서 한국어 경진대회",0
"[공시]금양, CB·BW 발행한도 증액나서...4000억원→10조원",0
[fn마켓워치] 하나증권 신임 IB그룹장에 정영균 삼성證 본부장,0
"대유에이텍, CB 조기상환 청구 200억 넘었다",0
"[특징주]엘컴텍, '이·팔 전쟁 여파' 금 온스당 2000달러 돌파..사상 최고치 근접 소식에↑",0
"[특징주] 호텔신라, 52주 신저가 경신...실적 부진에 급락",0
"한화증권, 한국ESG기준원 ESG 평가서 'A등급' 획득",0
박상우 엔케이맥스 대표 “한 발 다가선 알츠하이머 정복 꿈...공매도가 발목”,0
"[fn마켓워치] 대유에이텍, 조기상환신청 200억 넘었다",0
'악몽'으로 변한 美핼러윈 축제...총격으로 최소 20명 사상,0
"이어룡 대신파이낸셜그룹 회장, 1회용품 제로 챌린지",0
"英 교통부 ""전기차 늘수록 교통체증 더 나빠져""",0
"미래에셋, ESG펀드 1위..2위는 한국투신·삼성",0
"SK증권, 효성중공업 목표가 상향...""이익률 개선 지속""",0
"한은-거래소, 디지털 금융·자산 인프라 구축 방안 모색 위한 MOU 체결",0
"한국캐피탈, 군인공제회 대상 1000억 영구채 발행",0
귀 '바스락' 소리에 검사했더니 '경악'..거미 2마리 있었다,0
"[공시]영화테크, 878억 규모 포스코인터내셔널 수소전기차 계약",0
"[fn마켓워치] 우리운용-우리글로벌운용, 4년 만에 합친다",0
호텔신라·HLB·에코프로... 공매도 금지에 주가 상승,0
공매도에 치를 떨던 종목들 '한풀이 장세' 열리나,0
"[fn오전시황] 공매도 금지 첫날, 코스피 단숨에 2400선 회복",0
"[특징주] 에코프로, 공매도 전면 금지에 상한가... 에코프로비엠도 28%↑",0
공매도 금지에 깜짝 놀란 외국인...2차전지 묻지마 '숏커버링',0
"[특징주] 디에이테크놀로지, 2차전지 급등 LG엔솔 납품 부각 '강세'?",0
외국인 '묻지마 숏커버링'… 2차전지·바이오·호텔株 급등 [공매도 전면금지 첫날 증시 급등],0
공매도 막자 '불장'... 코스피 2500 회복 [공매도 전면금지 첫날 증시 급등],0
"""'믿고 맡길 수 있다' 고객 신뢰, 안정적 수익 실현 밑거름"" [증권사 VIP 특화점포 열전]",0
"일라이 릴리, 글로벌 빅파마 중 가장 높은 성장률-유진",0
"[특징주]인선이엔티, 공매도 전면 금지에 4%대 강세",0
美 대선 1년 앞으로… 경합주 대결은 트럼프가 일단 우세,0
"[fn사설] 일시 금지한 공매도, 문제점 보완 후 속히 재개를",0
메이드 인 부산 '패션골프화' 미국시장에 도전장,0
"[특징주] 딥노이드, 국내 최초 ‘2차전지 AI장비’ 수주 부각↑…시장 규모 10조원",0
"'이창용의 멘토' 서머스 교수 ""美 연준 한차례 금리인상""",0
"[특징주] 2차전지주, 공매도 전면 금지에 강세.. 에코프로 15%↑",0
원·달러 환율 하루 만에 25.1원↓.. 3달 만에 1200원대,0
전기차 수요 둔화… SKIET 목표가 28% 내렸다,0
"국내 최초 AI투자금융회사 신한AI, 5년 만에 청산",0
상장사 감사인 '삼일·삼정 2강체제' 굳건,0
'건설기계인의 날' 기념식 개최...유공자 18명 포상,0
"[공시]넷마블, 하이브 지분 6% 블록딜 추진",0
[fn마켓워치] 상장사 감사인 삼일·삼정 ‘2강체제’ 뚜렷,0
"키움증권, 영풍제지 반대 매매 물량 청산 완료… 미수금 4333억원",0
"엔세이지, '럼피스킨병' 유전자가위 진단 플랫폼 개발 성공",0
"전방 수요 둔화에... 증권가, SKIET 목표가 줄하향",0
"넷마블, 연이은 빅딜에 늘어나는 이자비용 부담...투자의견 '보유' -KB",0
한화오션 유증 신주 발행가격 1만6730원 확정,0
"SK증권 ""제약·바이오주 공매도 금지 수혜...레코켐바이오 최선호""",0
"SK아이이테크놀로지, 목표주가 14만→10만-대신",0
현대百 지주사 이어 한섬도 자사주 소각,0
"이도, 포천화도고속도로 통합운영관리 계약",0
"DS증권 ""두산로보틱스, 100조원 잠재성장 협동로봇 강자...글로벌 TOP 4 진입""",0
"?한국회계학회·한국조세재정연구원, 공기업 부채 논의 '심포지움' 개최",0
NH-Amundi운용 'HANARO K-반도체 ETF' 순자산 1000억 돌파,0
키움투자운용 ‘히어로즈 국고채30년액티브 ETF’ 출시,0
"[공시]씨아이에스, 220억 규모 2차전지 제조장비 공급계약",0
"공매도 족쇄 풀렸다...코스피, 2500선 회복",0
"""아기가 이틀 굶었어요"" 허리케인으로 굶은 아기에…모유 수유한 멕시코 경찰",0
가자지구 사망자 1만명 돌파...아이들이 4104명,0
빈대 확산에 살충제 테마주 활활,0
"[fn마감시황] 일장춘몽인가... 코스피, 하루 만에 2500선 반납",0
"뉴욕증시, 빅7 호조 속 6일 연속 상승...테슬라는 0.3%↓",0
열대우림 아마존에 극심한 가뭄...기후위기 티핑포인트 넘어섰나,0
"[fn오전시황] 국내 증시, 공매도 금지 이튿날 동반 약세... 외인·기관 ‘팔자’",0
"""프렌드 쇼어링, 물가 끌어올린다"" ECB 경고",0
공매도 금지 '일일천하' 코스피 58P 급락,0
"""주식 시장이 코인이냐"" 연이틀 사이드카 발동…어제는 '천당' 오늘은 '지옥'",0
빈대 확산에 증시 화들짝...제약株 잇따라 '上',0
"""바닥 찍고 곧 오른다""..롤러코스터 증시 속 '매수신호' 울린 종목은",0
코스닥 급락...이번엔 매도 사이드카 발동,0
"러시아 유럽재래식무기감축조약 탈퇴, 나토 공식 중단 선언",0
"[특징주] 쏘닉스, 코스닥 입성 첫날 40%↑",0
"신세계푸드, 가맹 사업 정체..신사업 확대 필요-IBK",0
"KDI ""고금리·고유가 대외 불확실성 상존..내수경기 제약 가능성""",0
<부고> 문윤석씨(NH투자증권 이사) 부친상,0
"""양호한 경영실적 달성"" 수협은행, 무디스 신용등급 A1로 상향",0
"무디스, 수협은행 신용등급 상향… ""자본적정성 안정""",0
"[fn마켓워치]스틱, 클라우드 솔루션 ‘오케스트로’에 1000억 투자",0
"美, 이번엔 퇴사 압력 고조...""씨티, 10% 감원 검토""",0
2차전지주에 집중된 숏커버링… 공매도 상위 종목은 ‘미지근’,0
"[특징주] 에코프로, 증시 약세에도 나홀로 8% 강세... 90만원 코앞",0
17조 쌓인 공매도 잔고 어디로 갔나...공매도 금지 '일일천하',0
"[fn오후시황] 국내 증시, 2%대 급락... 공매도 금지 일일천하",0
"""주식계좌 개설부터 채권 투자까지 카카오뱅크에서 한 번에""",0
"삼성운용 ""KODEX 미국S&P500 테크, S&P500 수익률 상회""",0
"엔비티, ‘애디슨’ 오퍼월 20조 규모 亞 진출…네이버웹툰 글로벌서비스 ‘라인웹툰’과 제휴",0
"저가 매력 확대… 증권가 ""매수"" 찜한 종목은",0
"드래곤플라이, 4년만에 컴백…'지스타2023' 출격",0
"NH투자증권, 마이데이터로 연말정산 서비스",0
"미래에셋증권 2800억원 대출 계약서 위조 직원 적발, 고발",0
"""숏커버링 장세 얼마 못가...핵심은 펀더멘털과 美금리""",0
"""주가 급등했지만""...엘앤에프, 수익 정상화는 아직",0
숏커버링도 이차전지 먼저?.. 공매도 상위 종목 주가 '미지근',0
"종근당, 기술 이전 계약으로 기업 가치 상승... 파이프라인 확장 기대-유진",0
"HB솔루션, 잉크젯 장비 사업부 순항 ""2차전지 및 반도체 장비 집중""",0
"'내년 경제·금융 전망은?'..신한證, '신나고 금융시장 포럼' 개최",0
"""바닥 다졌나.."" 미래에셋, ‘2차전지 ETF 가이드북’ 발간",0
"방문규 산업장관, 코리아세일페스타 간담회서 업계 적극 동참 당부",0
자동차株 부진에... 부품株 덩달아 찬바람,0
'공매도 금지' 비켜간 종목 있었다... 포스코홀딩스·엘앤에프 되레 증가,0
"""美 기준금리 고점 찍고 하락""… ""연준, 한차례 더 올릴수도""",0
자동차주 부진에 부품주도 찬바람,0
"[fn마감시황] 코스피, 외국인·기관 매수세에 2420선 지켜",0
"美 FDA, 일라이릴리 몬자로 다이어트약 신약승인...한달치 140만원",0
반도체 시장 대세 된 AI... 비메모리주로 쏠리는 투심,0
반도체 회복 이제는 낙수효과...실적 모멘텀 확산,0
"[특징주] 루닛, 무상증자 권리락 효과에 16% 급등",0
‘주식 6 : 채권 4’ 내년도 유효...  年7% 수익률 얻을 수 있을것,0
"[특징주] 우리기술투자, 두나무 대주주 송치형 의장 무죄 확정 소식에 '급등'",0
공매도 금지인데 '포홀·엘앤에프'는 공매도 늘었다...개미들 '불만',0
"[fn오전시황] 코스피, 개인·외국인 매도에 2410선 후퇴",0
신작에 갈린 주가… 게임주 희비,0
"브렌트유, 배럴당 80달러 붕괴...WTI는 76달러 무너져",0
"""게임주 부활 맞나""...펄어비스·카겜은 '먹구름'",0
'매파' 클리블랜드 연은총재 물러난다… 연준에 새바람 부나,0
"한은, 월가 투자은행에 물었더니... 12곳 중 10곳 ""美 금리인상 끝날것""",0
"[특징주] 엠젠솔루션, 尹재난대응 시스템 지원 '소방로봇' 보급 추진↑…AI·소방로봇 개발 부각",0
"KDI, 성장률 낮추고 물가전망은 올렸다 [KDI도 성장률 낮췄다]",0
"한은 ""지난해보다 환율 변동성 적을 것.. 순대외자산국 韓, 환율상승 감내 가능""",0
"삼양그룹, 미래 비전 여기에..‘삼양 이노베이션 R&D 페어 2023’",0
"추가인상 없는 고금리 장기화, 투자은행 12곳 중 10곳 ""美 금리인상 끝""",0
"""배당 매력 끝나면 타격 불가피""...기업은행 '중립'-SK증권",0
"매파 메스터 클리블랜드 연방은행 총재, 내년 은퇴...연준 통화정책 기조 변경 예고",0
"코웨이, 소비 둔화에도 실적 방어...말레이 경쟁 심화-이베스트투자증권",0
"위메이드, 중국 진출 확장에 모이는 기대감...목표주가 ↑ -미래에셋",0
"[단독]우리자산신탁, 520여억에 인천 CJ-GS 물류센터 품는다 [fn마켓워치]",0
"에스트래픽, 부산도시철도 양산선 열차제어시스템 설치 사업 수주",0
"엔비티, ‘카카오톡 혜택쌓기’ 서비스 고도화",0
10년간 97% 얻으려면?···JP모건이 지목한 주식·채권 비율,0
"황현순 키움증권 사장, 사의 표명",0
"SKT, 유무선 안정적···AI도 성과 확대 중-삼성",0
"신세계, 하반기도 부진한 흐름...목표가↓-IBK투자증권",0
증권계열 부동산신탁사 뭉쳤다...도시정비 사업 협력 강화,0
"디딤이앤에프, '가정간편식(HMR) 신제품' 출시기념 주주 설문 진행",0
"뉴욕증시, S&P500·나스닥 8일 연속 상승...보합권 혼조세 마감",0
"켄코아, '한·미 우주산업 심포지엄' 참석...주제 발표",0
"위믹스, 캐나다 코인거래소에 상장",0
"증권계열 부동산신탁 3사, 도시정비사업 협력나서",0
"[특징주] ""베이비몬스터, 드디어 데뷔"" YG, 8% 강세",0
"[fn마감시황]외국인, 코스피 2400선 지켰다",0
"삼성·현대·LG·포스코 등 70여기업, 여성공학인재 양성한다",0
"“아들이 사라했는데 초대박“... 닌텐도, 52주 신고가 경신",0
[fn오후시황]코스피 2400 지켜낸 동학개미,0
[특징주] 국보. 우크라 재건 논의 참여에 5%대 강세,0
"진영, 상장후 낙폭 확대...반도체 필름 신사업 주목-FS리서치",0
"""외화거래도 가격 비교 가능""...정부, 외국환 중개회사 도입",0
"[fn오전시황]코스피, 2400 붕괴",0
"""내년 상반기 원화 약세 가능성 커"" 우리은행, 2024 환율·금리 전망 세미나 개최",0
SK증권 '월간 상품 및 매매시그널 투자전략' 서비스 제공,0
"엔씨소프트, 신작 흥행 규모 보수적... 출시 직전 차익실현 권고-다올",0
"카카오, 4분기부터 영업익 증익 추세 전환 가능할 것 -신영",0
"韓담배 수출 회복...KT&G, 매출 방어 성공",0
"""지옥에서 탈출했다""...CJ ENM, 깜짝 실적에 주가 방긋",0
"신세계프라퍼티 스타필드, 쓱데이 맞아 축제 연다",0
"""이건 살인미수""..시속 100km 밟은 버스기사 20분째 휴대폰 붙들고 '주식' [영상]",0
카지노株 발목 잡는 마카오발 역풍,0
"“IB 넘어 사업 다각화”···현대차證, ‘AA-’ 지켰다",0
"한온시스템, 사실상 매도..목표주가 1.2만→0.8만-하나",0
