,뉴스제목,주가변동
1429,영풍제지 매매거래정지 풀린다···“추징보전 등 완료”,0
1430,"이브이첨단소재 투자 프롤로지움 ""내년 전고체배터리 공급 예정""",0
1431,"키움증권, 700억 자사주 매입..""리스크 관리 강화"" [공시]",0
1432,"KODEX 미국반도체MV, 국내 상장 반도체 ETF 中 수익률 1위",0
1433,"'1만→5000원' 반토막난 CGV 주가, 유증·현물출자 통할까",0
1434,"올해 주가 반토막 난 CGV, 실적 타고 반등 기지개",0
1435,“ISSA5000 공개초안 뜯어본다”···‘제6회 ESG 인증포럼’ 개최,0
1436,"앱코, 임시주총 안건 모두 가결 ”주주환원정책 강화”",0
1437,CFD 이어 영풍제지 쇼크... 1兆로 불어난 미수금 폭탄,0
1438,"[특징주]우리로, 100조 양자정보시장 총리 주도 체계 개편..양자기술 공공산업 도입 확대 추진↑",0
1439,떨어진 관심·조한 구매에 GM 전기차 생산 목표 낮춰,0
1440,상장사 실적 기대감 뚝… 10곳 중 6곳 목표가 낮아졌다,0
1441,실적 부진에… 삼성그룹주 주가 맥 못추네,0
1442,길어지는 고금리에 단기채 선호... 은행채 '1년 이하'가 57% 차지,0
1443,"떨어지는 주가에 화난 주주 달래기... 상장사 너도나도 ""자사주 샀어요""",0
1444,"[특징주] 소프트센, 韓배터리 3사 LFP양산 공식화↑…美유니콘 배터리업체 장비 공급 부각",0
1445,"HL만도, 목표주가 5.9만→5.2만-하나",0
1446,'삼전' 시총만 18조 증발...맥 못추는 삼성그룹株,0
1447,"""저희도 노력하고 있어요"" 상장사들 자사주 취득 잇따라",0
1448,"[fn오후시황]코스피, 외국인 매도에도 2310선 상승세",0
1449,챗GPT보다 강력한 'GPT-4V' 공개...주목할 유망주 3선은?,0
1450,"[특징주] 현대오토에버, 예상 밑돈 3분기 실적에 약세",0
1451,"[fn마감시황]코스피, 외국인·동학개미 없어도 2310선 상승세",0
1452,"[특징주]우리바이오, 美약국 최초 의료대마 판매 시작 소식에↑",0
1453,영업익 늘었는데… LG전자 주가는 제자리,0
1454,"[fn오전시황]코스피, 2300 줄다리기",0
1455,"이어룡 대신파이낸셜그룹 회장, ‘1회용품 제로 챌린지’ 동참",0
1456,"[특징주] 아시아나항공, '화물사업 매각' 이사회 앞두고 급등... 아시아나IDT '상'",0
1457,"상상인증권, ‘손쉽게 채권 사고 팔자'",0
1458,"호텔신라, 목표주가 11만→10만-한투",0
1459,"에코플라스틱, 차세대 차량 경량화 부품 개발 완료",0
1460,"[특징주] 영풍제지, 3거래일 연속 하한가... 1만1000원선까지 '털썩'",0
1461,"""韓中 관계 발전의 밑거름될 것"" 베이징서 한국어 경진대회",0
1462,"[공시]금양, CB·BW 발행한도 증액나서...4000억원→10조원",0
1463,[fn마켓워치] 하나증권 신임 IB그룹장에 정영균 삼성證 본부장,0
1464,"대유에이텍, CB 조기상환 청구 200억 넘었다",0
1465,"[특징주]엘컴텍, '이·팔 전쟁 여파' 금 온스당 2000달러 돌파..사상 최고치 근접 소식에↑",0
1466,"[특징주] 호텔신라, 52주 신저가 경신...실적 부진에 급락",0
1467,"한화증권, 한국ESG기준원 ESG 평가서 'A등급' 획득",0
1468,박상우 엔케이맥스 대표 “한 발 다가선 알츠하이머 정복 꿈...공매도가 발목”,0
1469,"[fn마켓워치] 대유에이텍, 조기상환신청 200억 넘었다",0
1470,'악몽'으로 변한 美핼러윈 축제...총격으로 최소 20명 사상,0
1471,"이어룡 대신파이낸셜그룹 회장, 1회용품 제로 챌린지",0
1472,"英 교통부 ""전기차 늘수록 교통체증 더 나빠져""",0
1473,"미래에셋, ESG펀드 1위..2위는 한국투신·삼성",0
1474,"SK증권, 효성중공업 목표가 상향...""이익률 개선 지속""",0
1475,"한은-거래소, 디지털 금융·자산 인프라 구축 방안 모색 위한 MOU 체결",0
1476,"한국캐피탈, 군인공제회 대상 1000억 영구채 발행",0
1477,귀 '바스락' 소리에 검사했더니 '경악'..거미 2마리 있었다,0
1478,"[공시]영화테크, 878억 규모 포스코인터내셔널 수소전기차 계약",0
1479,"[fn마켓워치] 우리운용-우리글로벌운용, 4년 만에 합친다",0
1480,호텔신라·HLB·에코프로... 공매도 금지에 주가 상승,0
1481,공매도에 치를 떨던 종목들 '한풀이 장세' 열리나,0
1482,"[fn오전시황] 공매도 금지 첫날, 코스피 단숨에 2400선 회복",0
1483,"[특징주] 에코프로, 공매도 전면 금지에 상한가... 에코프로비엠도 28%↑",0
1484,공매도 금지에 깜짝 놀란 외국인...2차전지 묻지마 '숏커버링',0
1485,"[특징주] 디에이테크놀로지, 2차전지 급등 LG엔솔 납품 부각 '강세'?",0
1486,외국인 '묻지마 숏커버링'… 2차전지·바이오·호텔株 급등 [공매도 전면금지 첫날 증시 급등],0
1487,공매도 막자 '불장'... 코스피 2500 회복 [공매도 전면금지 첫날 증시 급등],0
1488,"""'믿고 맡길 수 있다' 고객 신뢰, 안정적 수익 실현 밑거름"" [증권사 VIP 특화점포 열전]",0
1489,"일라이 릴리, 글로벌 빅파마 중 가장 높은 성장률-유진",0
1490,"[특징주]인선이엔티, 공매도 전면 금지에 4%대 강세",0
1491,美 대선 1년 앞으로… 경합주 대결은 트럼프가 일단 우세,0
1492,"[fn사설] 일시 금지한 공매도, 문제점 보완 후 속히 재개를",0
1493,메이드 인 부산 '패션골프화' 미국시장에 도전장,0
1494,"[특징주] 딥노이드, 국내 최초 ‘2차전지 AI장비’ 수주 부각↑…시장 규모 10조원",0
1495,"'이창용의 멘토' 서머스 교수 ""美 연준 한차례 금리인상""",0
1496,"[특징주] 2차전지주, 공매도 전면 금지에 강세.. 에코프로 15%↑",0
1497,원·달러 환율 하루 만에 25.1원↓.. 3달 만에 1200원대,0
1498,전기차 수요 둔화… SKIET 목표가 28% 내렸다,0
1499,"국내 최초 AI투자금융회사 신한AI, 5년 만에 청산",0
1500,상장사 감사인 '삼일·삼정 2강체제' 굳건,0
1501,'건설기계인의 날' 기념식 개최...유공자 18명 포상,0
1502,"[공시]넷마블, 하이브 지분 6% 블록딜 추진",0
1503,[fn마켓워치] 상장사 감사인 삼일·삼정 ‘2강체제’ 뚜렷,0
1504,"키움증권, 영풍제지 반대 매매 물량 청산 완료… 미수금 4333억원",0
1505,"엔세이지, '럼피스킨병' 유전자가위 진단 플랫폼 개발 성공",0
1506,"전방 수요 둔화에... 증권가, SKIET 목표가 줄하향",0
1507,"넷마블, 연이은 빅딜에 늘어나는 이자비용 부담...투자의견 '보유' -KB",0
1508,한화오션 유증 신주 발행가격 1만6730원 확정,0
1509,"SK증권 ""제약·바이오주 공매도 금지 수혜...레코켐바이오 최선호""",0
1510,"SK아이이테크놀로지, 목표주가 14만→10만-대신",0
1511,현대百 지주사 이어 한섬도 자사주 소각,0
1512,"이도, 포천화도고속도로 통합운영관리 계약",0
1513,"DS증권 ""두산로보틱스, 100조원 잠재성장 협동로봇 강자...글로벌 TOP 4 진입""",0
1514,"?한국회계학회·한국조세재정연구원, 공기업 부채 논의 '심포지움' 개최",0
1515,NH-Amundi운용 'HANARO K-반도체 ETF' 순자산 1000억 돌파,0
1516,키움투자운용 ‘히어로즈 국고채30년액티브 ETF’ 출시,0
1517,"[공시]씨아이에스, 220억 규모 2차전지 제조장비 공급계약",0
1518,"공매도 족쇄 풀렸다...코스피, 2500선 회복",0
1519,"""아기가 이틀 굶었어요"" 허리케인으로 굶은 아기에…모유 수유한 멕시코 경찰",0
1520,가자지구 사망자 1만명 돌파...아이들이 4104명,0
1521,빈대 확산에 살충제 테마주 활활,0
1522,"[fn마감시황] 일장춘몽인가... 코스피, 하루 만에 2500선 반납",0
1523,"뉴욕증시, 빅7 호조 속 6일 연속 상승...테슬라는 0.3%↓",0
1524,열대우림 아마존에 극심한 가뭄...기후위기 티핑포인트 넘어섰나,0
1525,"[fn오전시황] 국내 증시, 공매도 금지 이튿날 동반 약세... 외인·기관 ‘팔자’",0
1526,"""프렌드 쇼어링, 물가 끌어올린다"" ECB 경고",0
1527,공매도 금지 '일일천하' 코스피 58P 급락,0
1528,"""주식 시장이 코인이냐"" 연이틀 사이드카 발동…어제는 '천당' 오늘은 '지옥'",0
1529,빈대 확산에 증시 화들짝...제약株 잇따라 '上',0
1530,"""바닥 찍고 곧 오른다""..롤러코스터 증시 속 '매수신호' 울린 종목은",0
1531,코스닥 급락...이번엔 매도 사이드카 발동,0
1532,"러시아 유럽재래식무기감축조약 탈퇴, 나토 공식 중단 선언",0
1533,"[특징주] 쏘닉스, 코스닥 입성 첫날 40%↑",0
1534,"신세계푸드, 가맹 사업 정체..신사업 확대 필요-IBK",0
1535,"KDI ""고금리·고유가 대외 불확실성 상존..내수경기 제약 가능성""",0
1536,<부고> 문윤석씨(NH투자증권 이사) 부친상,0
1537,"""양호한 경영실적 달성"" 수협은행, 무디스 신용등급 A1로 상향",0
1538,"무디스, 수협은행 신용등급 상향… ""자본적정성 안정""",0
1539,"[fn마켓워치]스틱, 클라우드 솔루션 ‘오케스트로’에 1000억 투자",0
1540,"美, 이번엔 퇴사 압력 고조...""씨티, 10% 감원 검토""",0
1541,2차전지주에 집중된 숏커버링… 공매도 상위 종목은 ‘미지근’,0
1542,"[특징주] 에코프로, 증시 약세에도 나홀로 8% 강세... 90만원 코앞",0
1543,17조 쌓인 공매도 잔고 어디로 갔나...공매도 금지 '일일천하',0
1544,"[fn오후시황] 국내 증시, 2%대 급락... 공매도 금지 일일천하",0
1545,"""주식계좌 개설부터 채권 투자까지 카카오뱅크에서 한 번에""",0
1546,"삼성운용 ""KODEX 미국S&P500 테크, S&P500 수익률 상회""",0
1547,"엔비티, ‘애디슨’ 오퍼월 20조 규모 亞 진출…네이버웹툰 글로벌서비스 ‘라인웹툰’과 제휴",0
1548,"저가 매력 확대… 증권가 ""매수"" 찜한 종목은",0
1549,"드래곤플라이, 4년만에 컴백…'지스타2023' 출격",0
1550,"NH투자증권, 마이데이터로 연말정산 서비스",0
1551,"미래에셋증권 2800억원 대출 계약서 위조 직원 적발, 고발",0
1552,"""숏커버링 장세 얼마 못가...핵심은 펀더멘털과 美금리""",0
1553,"""주가 급등했지만""...엘앤에프, 수익 정상화는 아직",0
1554,숏커버링도 이차전지 먼저?.. 공매도 상위 종목 주가 '미지근',0
1555,"종근당, 기술 이전 계약으로 기업 가치 상승... 파이프라인 확장 기대-유진",0
1556,"HB솔루션, 잉크젯 장비 사업부 순항 ""2차전지 및 반도체 장비 집중""",0
1557,"'내년 경제·금융 전망은?'..신한證, '신나고 금융시장 포럼' 개최",0
1558,"""바닥 다졌나.."" 미래에셋, ‘2차전지 ETF 가이드북’ 발간",0
1559,"방문규 산업장관, 코리아세일페스타 간담회서 업계 적극 동참 당부",0
1560,자동차株 부진에... 부품株 덩달아 찬바람,0
1561,'공매도 금지' 비켜간 종목 있었다... 포스코홀딩스·엘앤에프 되레 증가,0
1562,"""美 기준금리 고점 찍고 하락""… ""연준, 한차례 더 올릴수도""",0
1563,자동차주 부진에 부품주도 찬바람,0
1564,"[fn마감시황] 코스피, 외국인·기관 매수세에 2420선 지켜",0
1565,"美 FDA, 일라이릴리 몬자로 다이어트약 신약승인...한달치 140만원",0
1566,반도체 시장 대세 된 AI... 비메모리주로 쏠리는 투심,0
1567,반도체 회복 이제는 낙수효과...실적 모멘텀 확산,0
1568,"[특징주] 루닛, 무상증자 권리락 효과에 16% 급등",0
1569,‘주식 6 : 채권 4’ 내년도 유효...  年7% 수익률 얻을 수 있을것,0
1570,"[특징주] 우리기술투자, 두나무 대주주 송치형 의장 무죄 확정 소식에 '급등'",0
1571,공매도 금지인데 '포홀·엘앤에프'는 공매도 늘었다...개미들 '불만',0
1572,"[fn오전시황] 코스피, 개인·외국인 매도에 2410선 후퇴",0
1573,신작에 갈린 주가… 게임주 희비,0
1574,"브렌트유, 배럴당 80달러 붕괴...WTI는 76달러 무너져",0
1575,"""게임주 부활 맞나""...펄어비스·카겜은 '먹구름'",0
1576,'매파' 클리블랜드 연은총재 물러난다… 연준에 새바람 부나,0
1577,"한은, 월가 투자은행에 물었더니... 12곳 중 10곳 ""美 금리인상 끝날것""",0
1578,"[특징주] 엠젠솔루션, 尹재난대응 시스템 지원 '소방로봇' 보급 추진↑…AI·소방로봇 개발 부각",0
1579,"KDI, 성장률 낮추고 물가전망은 올렸다 [KDI도 성장률 낮췄다]",0
1580,"한은 ""지난해보다 환율 변동성 적을 것.. 순대외자산국 韓, 환율상승 감내 가능""",0
1581,"삼양그룹, 미래 비전 여기에..‘삼양 이노베이션 R&D 페어 2023’",0
1582,"추가인상 없는 고금리 장기화, 투자은행 12곳 중 10곳 ""美 금리인상 끝""",0
1583,"""배당 매력 끝나면 타격 불가피""...기업은행 '중립'-SK증권",0
1584,"매파 메스터 클리블랜드 연방은행 총재, 내년 은퇴...연준 통화정책 기조 변경 예고",0
1585,"코웨이, 소비 둔화에도 실적 방어...말레이 경쟁 심화-이베스트투자증권",0
1586,"위메이드, 중국 진출 확장에 모이는 기대감...목표주가 ↑ -미래에셋",0
1587,"[단독]우리자산신탁, 520여억에 인천 CJ-GS 물류센터 품는다 [fn마켓워치]",0
1588,"에스트래픽, 부산도시철도 양산선 열차제어시스템 설치 사업 수주",0
1589,"엔비티, ‘카카오톡 혜택쌓기’ 서비스 고도화",0
1590,10년간 97% 얻으려면?···JP모건이 지목한 주식·채권 비율,0
1591,"황현순 키움증권 사장, 사의 표명",0
1592,"SKT, 유무선 안정적···AI도 성과 확대 중-삼성",0
1593,"신세계, 하반기도 부진한 흐름...목표가↓-IBK투자증권",0
1594,증권계열 부동산신탁사 뭉쳤다...도시정비 사업 협력 강화,0
1595,"디딤이앤에프, '가정간편식(HMR) 신제품' 출시기념 주주 설문 진행",0
1596,"뉴욕증시, S&P500·나스닥 8일 연속 상승...보합권 혼조세 마감",0
1597,"켄코아, '한·미 우주산업 심포지엄' 참석...주제 발표",0
1598,"위믹스, 캐나다 코인거래소에 상장",0
1599,"증권계열 부동산신탁 3사, 도시정비사업 협력나서",0
1600,"[특징주] ""베이비몬스터, 드디어 데뷔"" YG, 8% 강세",0
1601,"[fn마감시황]외국인, 코스피 2400선 지켰다",0
1602,"삼성·현대·LG·포스코 등 70여기업, 여성공학인재 양성한다",0
1603,"“아들이 사라했는데 초대박“... 닌텐도, 52주 신고가 경신",0
1604,[fn오후시황]코스피 2400 지켜낸 동학개미,0
1605,[특징주] 국보. 우크라 재건 논의 참여에 5%대 강세,0
1606,"진영, 상장후 낙폭 확대...반도체 필름 신사업 주목-FS리서치",0
1607,"""외화거래도 가격 비교 가능""...정부, 외국환 중개회사 도입",0
1608,"[fn오전시황]코스피, 2400 붕괴",0
1609,"""내년 상반기 원화 약세 가능성 커"" 우리은행, 2024 환율·금리 전망 세미나 개최",0
1610,SK증권 '월간 상품 및 매매시그널 투자전략' 서비스 제공,0
1611,"엔씨소프트, 신작 흥행 규모 보수적... 출시 직전 차익실현 권고-다올",0
1612,"카카오, 4분기부터 영업익 증익 추세 전환 가능할 것 -신영",0
1613,"韓담배 수출 회복...KT&G, 매출 방어 성공",0
1614,"""지옥에서 탈출했다""...CJ ENM, 깜짝 실적에 주가 방긋",0
1615,"신세계프라퍼티 스타필드, 쓱데이 맞아 축제 연다",0
1616,"""이건 살인미수""..시속 100km 밟은 버스기사 20분째 휴대폰 붙들고 '주식' [영상]",0
1617,카지노株 발목 잡는 마카오발 역풍,0
1618,"“IB 넘어 사업 다각화”···현대차證, ‘AA-’ 지켰다",0
1619,"한온시스템, 사실상 매도..목표주가 1.2만→0.8만-하나",0
1620,"LG디스플레이, 4분기 컨센서스 상회 전망-KB",0
1621,"엔비디아, 中 AI 시장 겨냥한 저성능 칩 개발",0
1622,"비보존제약, 주식병합 완료로 거래 재개... ""기업가치 제고""",0
1623,"‘국내 ETF 1위’ 삼성자산운용, 금융위 공로상 수상",0
1624,"[공시]한국콜마, 3분기 영업익 310억..71.5%↑",0
1625,'아트테크'는 계속된다...미래에셋증권 초대전,0
1626,시총 2조 기업 매출이 5900만원?...주가 이틀만에 반토막 [e종목은 왜],0
1627,"벽에 밀치더니 강제키스..홍콩서 '라방'중인 한국여성 성추행한 인도男, 결국..",0
1628,"[공시]한화오션, 7917억 규모 수상함 2척 수주 계약",0
1629,"한국비엔씨, 3분기 영업익 36억···흑자전환 성공",0
1630,"[공시]대신증권, 3분기 영업익 421억..전년比 76.5%↑",0
1631,"""이사회·감사위원회, 내부통제 시스템 감시의무 주목해야""",0
1632,"'경고장' 날린 美연준, 국내 증시 쓰나미 올까",0
1633,"군인공제회, 사랑의 밥퍼 봉사",0
1634,"'중견-스타트업 매칭 지원' 산업부, 상생라운지 개최",0
1635,"[속보]뉴욕증시, 파월 쇼크에 9일 만에 하락...테슬라, 5.5% 급락",0
1636,키움증권 “키움 히어로즈 팬사인회 개최”,0
1637,"한국 OECD 암호화자산 정보교환 체계 공동성명..""역외탈세 방지""",0
1638,학생·부하직원 성폭행…칠레 자치단체장 도주,0
1639,"코아시아씨엠, 3Q 연결 매출 796억원…직전 분기比 30%↑",0
1640,"공매도 금지 후 3조 사들인 外人, 2차전지주는 집중적으로 팔았다",0
1641,"유엔, 강제북송금지 촉구...북 ""미국의 음모""",0
1642,증시 '기울어진 운동장' 바로잡기… 공매도 내년 하반기에나 풀릴수도,0
1643,"MS, 엔비디아 AI 반도체 대체할 '마이아' 공개",0
1644,"SK증권 ""비에이치 목표가 하향""...3만2500원 제시",0
1645,"HLB 대차잔고 급격히 줄어, 공매도 금지효과 나오나",0
1646,미 소비둔화 현실화...소매매출 7개월 만에 감소,0
1647,"[fn마감시황] 코스피, 외인 매수세에 강보합 마감...코스닥도 반등",0
1648,"[fn오후시황] 코스피, 외인 '사자'에 보합권서 등락",0
1649,"HL홀딩스, 주주환원 정책에도 목표주가 5.1만→4.5만-하나",0
1650,"美 SF 연은 총재, 섣부른 인플레 전쟁 승리는 위험",0
1651,공모채 시장 수급 부담에 조기 폐장... 돈 급한 기업들 사모채로 눈돌린다,0
1652,"[fn마켓워치]노틱캐피탈, 2차전지 장비 ETS 투자 추진",0
1653,"[fn마켓워치]인포뱅크-대구창조경제센터, 비수도권·지역에 94억 투자",0
1654,"셀루메드, 덴탈파우더 공급계약 체결 “내년 매출 성장과 이익개선↑”",0
1655,"[특징주] 웅진, 2차전지 사업 진출 기대감에... 2거래일째 급등",0
1656,"""토종ETF의 저력"" 삼성운용, 美금융시장에 국내 ETF 상품 첫 수출",0
1657,"[fn마켓워치] ‘대주주교체’ 승부수 이원컴포텍, 체질개선 재도약하나",0
1658,"""이-하마스 인질교환·임시휴전 합의 임박""",0
1659,"[속보] 코스피, 3.19p 내린 2483.48 출발",0
1660,"맥쿼리, 카이스트 금융전문대학원에 장학금 1800만원",0
1661,"한화, 3분기가 저점이다...2024년엔 본격 회복 전망 -대신",0
1662,시장이 들썩이자...'코인 실전투자대회'도 돌아왔다 [코인브리핑],0
1663,"[fn사설]자문위 연금개혁안 제시, 공론화 서둘러 결론내야",0
1664,"코아시아, 'Arm 테크 심포지아 2023' 참가",0
1665,"중견기업, ESG 경영실천 앞장…확산 선포식 개최",0
1666,"당정, 개인·기관 공매도 조건 일원화..상환기간 90일·담보비율 105%",0
1667,"황만영 한국지역난방기술 대표, 한국에너지대상 은탑산업훈장 수상",0
1668,공매도 차별 없앤다…상환기간 90일 일원화,0
1669,공매도 '기울어진 운동장' 바로잡기 나선 당정..개인·기관 거래 조건 통일,0
1670,"이란, 이스라엘-하마스 전쟁 직접 개입 안해",0
1671,"[fn오전시황] 코스피, 차익실현 매물 속 약보합...2480선 등락",0
1672,"삼성증권, 연말까지 '연금 페스타'...최대 73만원 지급",0
1673,"디퍼아이, 에이직랜드와 맞손...국내 첫 '엣지 AI반도체' 양산",0
1674,"한화증권, 특성화고 학생 120명에 취업 멘토링",0
1675,"메타, 2020년 미 대선 조작 주장 광고 허용키로",0
1676,"“민간 분양 부진”···신세계건설, 등급전망 ‘부정적’으로",0
1677,"EY, 여성 수장 트룬칼리가 이끈다...빅4 회계법인 사상 최초",0
1678,"[fn마켓워치]CJ·마그나, 오프라인 주문에 베팅",0
1679,"'상장 재도전' 와이바이로직스, 12월 코스닥 노크..""파트너십 확장""",0
1680,"""이번주 내내 빨간불""...코스피, 4거래일 연속 상승세 [fn마감시황]",0
1681,"공매도 금지, 코스피200 종목에 호재될까",0
1682,'8조 몸값' HMM 누구 품에… 하림-동원 맞붙는다,0
1683,삼성전자 女임원 72명… 국내 100대 기업 중 최다,0
1684,'공매도 없는' 코스피200 정기변경...호재로 작용할까,0
1685,[특징주] 우크라이나 철도 재건 구체화 …국보 등 관련주 ‘상승’,0
1686,"바이낸스 고객들, 하루 사이 10억달러 인출",0
1687,"“고도화된 시장감시체계 구축에 노력할 것”... 거래소, 2023 건전증시포럼 개최",0
1688,호실적으로 눈도장 '꽝'… 한화 '방산 형제' 존재감 커진다,0
1689,"OPEC+, 각료회의 나흘 연기...유가 폭락",0
1690,‘칠순’ 맞은 금투협 “저성장 고착화 or 재도약 갈림길” [종합],0
1691,"""XBRL을 기회 삼아 수익원 늘린다"" 전담팀 꾸리고 툴 무상 제공 '고객 모시기' [한국형 XBRL 시대 본격 개막(하)]",0
1692,기업 체감경기 여전히 한겨울…21개월 연속 부정적,0
1693,"HPSP, 목표주가 3.9만→4.4만-BNK",0
1694,"[특징주]우리기술, 英GIG그룹 韓해상풍력에 1.5조 투자..울산 풍력사업 직접 참여 부각",0
1695,종부세 고지서 100여만명에게 23일 발송,0
1696,"크로스체크·미래에셋증권, MOU체결",0
1697,"[특징주] 두산로보틱스, 6%대 강세... 장중 신고가 또다시 경신",0
1698,열정의 '김홍국' Vs 인생 역작 '김재철' HMM 승부수,0
1699,"LG디스플레이, 양호한 업황에 따른 간접적 수혜 기대-NH",0
1700,“소통 역량 인정”···한양증권 대한민국소통대상 수상,0
1701,"마윈, 주가 급락에 알리바바 지분 매각 중단",0
1702,"뉴욕증시, 0.5% 안팎 상승...MS는 사상최고 경신",0
1703,"김동철 한전 사장,英서 K원전 세일즈",0
1704,"""광고 업황 개선돼야""...SBS, 목표가↓-유안타증권",0
1705,"엔비디아, 투자자들 팔지만 전문가들은 ""사라""",0
1706,"신테카바이오, 호주 의학 연구기관 ‘QIMRB’와 신약개발 등 상업화 MOU",0
1707,[fn마켓워치]수은 500억 출자에 어펄마·SKS-삼천리·원익·E&F 압축,0
1708,한국투자증권 '세대교체' 단행... 신임 대표에 김성환 부사장 내정,0
1709,"노랑풍선, '소통어워즈' 소셜미디어대상 11회 연속 수상",0
1710,"MDS테크, RISC-V 디버깅 지원 센터 오픈한다...""국내 최초""",0
1711,한양증권 '대한민국소통대상' 수상,0
1712,1년 전 고민했던 OCIO펀드···“한투운용 고를 걸”,0
1713,"CTT리서치 ""큐리옥스바이오시스템즈, 글로벌 바이오텍과 OEM공급 논의중..긍정적""",0
1714,조선업 호황 업고 '초격차 기술' 확보...이차전지 공급망 자립화 추진,0
1715,"[속보]정일문 한국투자증권 사장, 부회장 승진..새 CEO에 김성환",0
1716,"""놀면서 일하고 싶다"" 직장인 10명 중 9명 '워케이션' 희망",0
1717,"국내 최대 컨테이너 선사 HMM, 하림·동원 격돌",0
1718,국내 ETF 중 역대 최단기간 '순자산 4조원' 돌파한 주인공은?,0
1719,"[영상] ""반역자 죽여라""..손흥민 응원한 중국인팬 ‘집단폭행’ 당했다",0
1720,[특징주] '세아베스틸지주·덴티움' 등 코스피200 편입 종목 강세,0
1721,"한국비엔씨, '미용의료 전문기업' 지티지웰니스 인수 추진",0
1722,"거래소, 2023년 제3차 유가증권시장 온라인 IR 개최... 에코프로머티 등 9개사 참여",0
1723,[fn마감시황] 외인 이탈에 코스피 2500선 붕괴,0
1724,뚝 떨어진 유가...화학·바이오株 주목,0
1725,"디에이테크놀로지, 中요고로봇 시범운행 및 배터리 개발 위한 로봇 구매",0
1726,"와이바이오로직스, 일반 청약 경쟁률 834.9대 1 기록... 증거금 1.4조원",0
1727,"셀트리온헬스케어, 추정 가치 13兆5948억-신한",0
1728,"'테라' 권도형, 몬테네그로서 범죄인 인도 승인…송환국 미정",0
1729,"펄어비스, 붉은사막 출시 시기·지연 사유 명확히 밝혀야...목표가↓ -키움",0
1730,"클린스만 감독 “손준호 석방되길”, 中 “법대로 처리 중”... 조사 상황도 공유되지 않아",0
1731,"“성공적 데뷔”... 그린리소스·한선엔지니어링, 상장 첫날 ‘대박’",0
1732,“ESG 공시기준 내년 1분기에 구체화…초기엔 제재 최소화 검토”,0
1733,"""뉴스 앵커처럼 만들어줘"" 칼로 AI 프로필 카카오톡 채널 개설",0
1734,"사피엔반도체,?하나머스트7호스팩과 합병 증권신고서 제출",0
1735,"더네이쳐홀딩스, 목표주가 3만→2.5만-NH",0
1736,"CJ대한통운, 택배 처리량 성장세로···목표가 12만원-대신",0
1737,"[속보] 하마스, 태국인 인질 12명 석방",0
1738,'TIGER AI반도체핵심공정 ETF’ 개미들 투심 쏠려,0
1739,"교보증권, 2년 연속 '지속가능성대회' 우수보고서 선정",0
1740,"추경호 ""英 우호적 투자환경 조성""...증권거래소 개장행사 초청",0
1741,"공정위 ""연내 필수품목 제도 개선 추진""...가맹분야 학술토론회 개최",0
1742,"[fn마켓워치]우체국보험, 2억달러 EQT·브룩필드에 맡긴다",0
1743,"""30분 덜 일한 비정규직, 식대·교통비 없다"" 대형은행 적발",0
1744,"엠젠솔루션, 복합 탈세포화 기술 개발…생체재료 진출 박차",0
1745,"KB증권, ‘총자산현황 Beta’ 서비스  열어",0
1746,"연금액티브ETF, 'S&P500·나스닥100 지수' 벤치마크 이겼다",0
1747,"""큰일 볼거야"" 항공기 통로서 바지 내리고 쪼그려 앉은 여성..승객들 ""끔찍한 경험""",0
1748,"황의조, 팀 일정 그대로 참여한다..감독 ""그라운드에서 본 것만 평가할 것""",0
1749,"[fn마켓워치]CBRE코리아, 물류 불황? 飛翔!",0
1750,"아일랜드 더블린... 연쇄 칼부림에 약탈, 방화까지",0
1751,"""촬영 중 참가자 기절""..현실판 오징어게임 소송전, 왜?",0
1752,"[fn마켓워치]한투AC·뉴패러다임인베, 폐기물 수집운반에 베팅",0
1753,"엠에프엠코리아, 강남 부동산 현물출자 받아...“재무구조 개선 박차”",0
1754,"""첫날 13명 석방""..이-하마스 4일간 휴전 돌입",0
1755,"6개월째 中 구금된 손준호…韓감독 석방 호소에 中 ""법대로""",0
1756,"교직원공제회, '2023 대한민국 커뮤니케이션 대상' 영예",0
1757,"한투, 리자드 스텝다운형 등 ELS 12종 출시",0
1758,"[fn오전시황] 코스피, 모처럼 조정 국면...2500 턱걸이",0
1759,물가 60% 넘는 튀르키예 금리 40%로 추가 인상,0
1760,"SNT모티브, GM향 DU 위주 역성장..목표주가 6만→5.6만-하나",0
1761,"뉴욕증시, 약세 마감...MS는 사상최고치 경신",0
1762,"우크라 전쟁 중재자 튀르키예, 대러 민감품목 중개무역으로 재미",0
1763,개미들 눈물의 물타기 성공?...2차전지주 바닥찍고 회복 중,0
1764,"[fn마감시황] 코스피, 1%대 상승 마감...  2520선으로 ‘껑충’",0
1765,"[fn오전시황] 코스피, 기관 매수세에 2500선 회복... 코스닥도 상승세",0
1766,"ECB, 고삐 더 죈다...라가르드 ""채권매입 종료, 앞당길 수 있어""",0
1767,"테슬라, 스웨덴 정부 제소...""신차 번호판 직접 받겠다""",0
1768,철강株 다시 단단해질까...'현대제철' 훈풍,0
1769,개미 '눈물의 줍줍' 통했나… 2차전지 바닥찍고 회복세 [다시 살아난 2차전지주],0
1770,"""베몬 데뷔했는데도 왜이래"" 동굴 들어가는 와이지 주가 [e종목은 왜]",0
1771,中 부동산 부양책 기대감… 현대제철 주가 바닥 탈출,0
